h3,population,geometry
86216e21fffffff,3.0,"POLYGON ((73.28376997749581 56.5566941585069, 73.2914690801747 56.52131327963872, 73.35174830128594 56.50709949861739, 73.40439143057827 56.52824942791101, 73.39678412828559 56.5636348119749, 73.33644186114917 56.577865783293994, 73.28376997749581 56.5566941585069))"
86216e0efffffff,9.0,"POLYGON ((72.71918648102702 56.520445077493896, 72.7273428804796 56.48508841280226, 72.78776772608254 56.47114380091671, 72.84010051029506 56.49253907957391, 72.83203533603493 56.527900811631675, 72.77154611424008 56.541862219165544, 72.71918648102702 56.520445077493896))"
86216e04fffffff,194.0,"POLYGON ((72.80776021435885 56.63393486843196, 72.81586522045065 56.59859873200516, 72.87641887610673 56.58462048458574, 72.92893197880792 56.60596151099223, 72.92091874882405 56.64130263694106, 72.86030060208029 56.655297768594586, 72.80776021435885 56.63393486843196))"
86216e047ffffff,51.0,"POLYGON ((72.69463682349443 56.62646386328833, 72.70283348524424 56.59113282870926, 72.76341532536689 56.5772086543226, 72.81586522045065 56.59859873200516, 72.80776021435885 56.63393486843196, 72.7471136189811 56.647875846910175, 72.69463682349443 56.62646386328833))"
86216e007ffffff,202.0,"POLYGON ((72.42462048265672 56.5543551942042, 72.43302503925186 56.51902451652096, 72.49359655634784 56.50522515919465, 72.5458286930666 56.5267399030297, 72.53751526820726 56.5620759450207, 72.4768785350915 56.57589190027717, 72.42462048265672 56.5543551942042))"
86216bdafffffff,417.0,"POLYGON ((75.03821577208643 56.33072497241012, 75.04443450286186 56.29521485839925, 75.10374198026717 56.28014941679179, 75.15688849477664 56.30057584829901, 75.15076163620358 56.336088671878514, 75.09139636584705 56.351172376440935, 75.03821577208643 56.33072497241012))"
86216bd97ffffff,3.0,"POLYGON ((74.94458798606341 56.21871257550118, 74.95086756403298 56.18318119256191, 75.01005952435348 56.16815215267889, 75.06302962818157 56.18863633748165, 75.05684140604798 56.22417051509103, 74.99759169885937 56.23921773516624, 74.94458798606341 56.21871257550118))"
86216bd8fffffff,10.0,"POLYGON ((75.10374198026717 56.28014941679179, 75.10989961241258 56.24462588005224, 75.1691120950027 56.22952611450877, 75.22222440325429 56.24993161654658, 75.21615845979836 56.28545779156846, 75.15688849477664 56.30057584829901, 75.10374198026717 56.28014941679179))"
86216bd57ffffff,717.0,"POLYGON ((75.2451597566875 56.44784749900773, 75.25122451344178 56.41235631829155, 75.31060950585336 56.39720155519579, 75.36398726107747 56.41751957968443, 75.35801496895543 56.45301327004167, 75.29857243285277 56.46818644847754, 75.2451597566875 56.44784749900773))"
86216bd4fffffff,14.0,"POLYGON ((75.40554091555686 56.508784625898635, 75.41148161740246 56.473301908164665, 75.47088529512502 56.45807595443667, 75.52440551447259 56.47831421518899, 75.51855760777131 56.513799284789044, 75.45909666324926 56.52904376406689, 75.40554091555686 56.508784625898635))"
86216bd37ffffff,1.0,"POLYGON ((74.90669352423988 56.43173186441474, 74.9130352271462 56.396248898775845, 74.97253308272533 56.38125253657797, 75.0257476272573 56.40172095617184, 75.0194981629944 56.43720677443221, 74.95994188958032 56.452221342595, 74.90669352423988 56.43173186441474))"
86216bd1fffffff,195.0,"POLYGON ((75.08520833395498 56.386671747785144, 75.09139636584705 56.351172376440935, 75.15076163620358 56.336088671878514, 75.20399666482439 56.35648605631909, 75.19790076438706 56.39198809453019, 75.13847767896569 56.407090103552775, 75.08520833395498 56.386671747785144))"
86216bd07ffffff,754.0,"POLYGON ((75.0194981629944 56.43720677443221, 75.0257476272573 56.40172095617184, 75.08520833395498 56.386671747785144, 75.13847767896569 56.407090103552775, 75.13232053079149 56.44257866020511, 75.07280169615773 56.45764614484683, 75.0194981629944 56.43720677443221))"
86216bcefffffff,7.0,"POLYGON ((75.55350098992143 56.30076757846914, 75.55929143803637 56.26523417284994, 75.61835036224707 56.249924696203955, 75.6716751330263 56.27013008248395, 75.66597665279801 56.305665669929475, 75.60686141172444 56.32099371140778, 75.55350098992143 56.30076757846914))"
86216bce7ffffff,6.0,"POLYGON ((75.44103882758823 56.29576689087204, 75.4469211769357 56.26023578132154, 75.50601918835918 56.24497865984002, 75.55929143803637 56.26523417284994, 75.55350098992143 56.30076757846914, 75.49434636810398 56.31604319712277, 75.44103882758823 56.29576689087204))"
86216bc87ffffff,2.0,"POLYGON ((75.23432650380852 56.17885531025051, 75.24036270935241 56.14330523069108, 75.29938559397009 56.128137248608496, 75.35242911452916 56.148501020921806, 75.34648423010307 56.18405359667233, 75.28740448025883 56.19923992588636, 75.23432650380852 56.17885531025051))"
86216bc77ffffff,103.0,"POLYGON ((75.42333368942963 56.40231211008643, 75.42924510759285 56.36680508096605, 75.4884955643187 56.35156346464505, 75.54189151704557 56.3718103884472, 75.53607244547513 56.40731974142958, 75.476765051526 56.42257986895212, 75.42333368942963 56.40231211008643))"
86216bc67ffffff,159.0,"POLYGON ((75.47088529512502 56.45807595443667, 75.476765051526 56.42257986895212, 75.53607244547513 56.40731974142958, 75.58955701374221 56.42753716924045, 75.58376986202319 56.4630355352517, 75.52440551447259 56.47831421518899, 75.47088529512502 56.45807595443667))"
86216bc5fffffff,196.0,"POLYGON ((75.60110276525128 56.3565162316917, 75.60686141172444 56.32099371140778, 75.66597665279801 56.305665669929475, 75.71938955656576 56.32584156530018, 75.71372313341328 56.36136622392997, 75.65455156117189 56.37671287104078, 75.60110276525128 56.3565162316917))"
86216bc57ffffff,57.0,"POLYGON ((75.4884955643187 56.35156346464505, 75.49434636810398 56.31604319712277, 75.55350098992143 56.30076757846914, 75.60686141172444 56.32099371140778, 75.60110276525128 56.3565162316917, 75.54189151704557 56.3718103884472, 75.4884955643187 56.35156346464505))"
86216bc4fffffff,41.0,"POLYGON ((75.64882490367299 56.4122244333764, 75.65455156117189 56.37671287104078, 75.71372313341328 56.36136622392997, 75.76722437114299 56.38151251490281, 75.76159019307029 56.41702617200249, 75.70236227602257 56.432391465621414, 75.64882490367299 56.4122244333764))"
86216bc47ffffff,6.0,"POLYGON ((75.53607244547513 56.40731974142958, 75.54189151704557 56.3718103884472, 75.60110276525128 56.3565162316917, 75.65455156117189 56.37671287104078, 75.64882490367299 56.4122244333764, 75.58955701374221 56.42753716924045, 75.53607244547513 56.40731974142958))"
86216bc37ffffff,177.0,"POLYGON ((75.15076163620358 56.336088671878514, 75.15688849477664 56.30057584829901, 75.21615845979836 56.28545779156846, 75.26935904527063 56.30583424801561, 75.26332413332999 56.34134966709816, 75.20399666482439 56.35648605631909, 75.15076163620358 56.336088671878514))"
86216bc2fffffff,16.0,"POLYGON ((75.31060950585336 56.39720155519579, 75.31661320101075 56.36169696436191, 75.37590239807506 56.34650793755333, 75.42924510759285 56.36680508096605, 75.42333368942963 56.40231211008643, 75.36398726107747 56.41751957968443, 75.31060950585336 56.39720155519579))"
86216bc27ffffff,12397.0,"POLYGON ((75.19790076438706 56.39198809453019, 75.20399666482439 56.35648605631909, 75.26332413332999 56.34134966709816, 75.31661320101075 56.36169696436191, 75.31060950585336 56.39720155519579, 75.25122451344178 56.41235631829155, 75.19790076438706 56.39198809453019))"
86216bc1fffffff,278.0,"POLYGON ((75.32859102977581 56.2906636227354, 75.3345652116021 56.25513492341294, 75.39370184563064 56.23993020616776, 75.4469211769357 56.26023578132154, 75.44103882758823 56.29576689087204, 75.38184529105199 56.3109900371267, 75.32859102977581 56.2906636227354))"
86216bc0fffffff,340.0,"POLYGON ((75.37590239807506 56.34650793755333, 75.38184529105199 56.3109900371267, 75.44103882758823 56.29576689087204, 75.49434636810398 56.31604319712277, 75.4884955643187 56.35156346464505, 75.42924510759285 56.36680508096605, 75.37590239807506 56.34650793755333))"
86216bc07ffffff,104.0,"POLYGON ((75.26332413332999 56.34134966709816, 75.26935904527063 56.30583424801561, 75.32859102977581 56.2906636227354, 75.38184529105199 56.3109900371267, 75.37590239807506 56.34650793755333, 75.31661320101075 56.36169696436191, 75.26332413332999 56.34134966709816))"
86216b99fffffff,1.0,"POLYGON ((75.38765985715287 56.61518374723797, 75.39363005965893 56.57972557094693, 75.4531877399151 56.56451543711241, 75.50683279321568 56.58474496173837, 75.50095583762682 56.62020551811165, 75.44134055821785 56.635434192165434, 75.38765985715287 56.61518374723797))"
86216b96fffffff,417.0,"POLYGON ((75.67594989821941 56.94875071535666, 75.68172584737266 56.91336048427801, 75.7416293664593 56.89803848073367, 75.79581460580552 56.91808793888701, 75.79013348715831 56.95348028812402, 75.73017227616772 56.96882108380086, 75.67594989821941 56.94875071535666))"
86216b957ffffff,43.0,"POLYGON ((75.57936209788782 56.837727236697916, 75.58520356983405 56.802314071110615, 75.64499174699561 56.78702952535948, 75.69899609308706 56.80713945998164, 75.6932489209677 56.842554831455786, 75.63340308005833 56.8578580850512, 75.57936209788782 56.837727236697916))"
86216b947ffffff,29.0,"POLYGON ((75.62759427219486 56.89325981907909, 75.63340308005833 56.8578580850512, 75.6932489209677 56.842554831455786, 75.74734360950819 56.86263458463019, 75.7416293664593 56.89803848073367, 75.68172584737266 56.91336048427801, 75.62759427219486 56.89325981907909))"
86216b937ffffff,28.0,"POLYGON ((75.23778703741785 56.82261850147016, 75.24391098790652 56.787212647261256, 75.30381825582894 56.77208796026626, 75.35766012281184 56.792350648928384, 75.35163025947546 56.8277590557953, 75.29166441720143 56.842902243888624, 75.23778703741785 56.82261850147016))"
86216b927ffffff,66.0,"POLYGON ((75.28557233179558 56.87829679688796, 75.29166441720143 56.842902243888624, 75.35163025947546 56.8277590557953, 75.40556258582218 56.847991899713676, 75.39956485456173 56.88338896210307, 75.33954041818414 56.89855069379217, 75.28557233179558 56.87829679688796))"
86216b8dfffffff,61.0,"POLYGON ((75.90591875548768 56.58376051988629, 75.91145506043758 56.54828030286898, 75.97075466254954 56.53282495376731, 76.02457401725651 56.55283100807288, 76.01913102525288 56.58831307331268, 75.9597753449686 56.60378725847996, 75.90591875548768 56.58376051988629))"
86216b8c7ffffff,116.0,"POLYGON ((75.84092492043276 56.634649005045624, 75.84652172896152 56.59918199903441, 75.90591875548768 56.58376051988629, 75.9597753449686 56.60378725847996, 75.95427204699774 56.639256183903996, 75.89481862791907 56.65469647381261, 75.84092492043276 56.634649005045624))"
86216b89fffffff,5.0,"POLYGON ((75.63158820624389 56.518710660220876, 75.63734324948607 56.48322335353163, 75.69666779581425 56.46789199747569, 75.75029394722132 56.48802930910609, 75.74463183360841 56.52351873802591, 75.68525061688223 56.53886875543349, 75.63158820624389 56.518710660220876))"
86216b897ffffff,22.0,"POLYGON ((75.51855760777131 56.513799284789044, 75.52440551447259 56.47831421518899, 75.58376986202319 56.4630355352517, 75.63734324948607 56.48322335353163, 75.63158820624389 56.518710660220876, 75.57216688937616 56.534007933864, 75.51855760777131 56.513799284789044))"
86216b5b7ffffff,2.0,"POLYGON ((75.33509498997834 55.91464047752356, 75.3410126872535 55.879030431039986, 75.39964031533688 55.86379794077399, 75.45240613867652 55.8841571693468, 75.44657870899057 55.91976958609922, 75.38789516559974 55.9350204257692, 75.33509498997834 55.91464047752356))"
86216b5afffffff,37.0,"POLYGON ((75.493634821775 55.97570196379459, 75.49943123314111 55.94010000758961, 75.55807650525138 55.92479731652116, 75.61098099007366 55.945078146526136, 75.60527516271223 55.98068231667121, 75.54657424450878 55.996003464714036, 75.493634821775 55.97570196379459))"
86216b587ffffff,1.0,"POLYGON ((75.44657870899057 55.91976958609922, 75.45240613867652 55.8841571693468, 75.51099578020893 55.8688728952342, 75.56381360044863 55.88918264270368, 75.55807650525138 55.92479731652116, 75.49943123314111 55.94010000758961, 75.44657870899057 55.91976958609922))"
86216b557ffffff,39.0,"POLYGON ((75.70002779362534 56.09233330593582, 75.70567053664911 56.05675036345637, 75.76438781334475 56.04135878225872, 75.81751771014054 56.061531561615205, 75.81196611509702 56.097116517697984, 75.7531934542115 56.11252670280296, 75.70002779362534 56.09233330593582))"
86216b4e7ffffff,49.0,"POLYGON ((75.89264593500062 55.93927209139406, 75.89811164564121 55.9036513263889, 75.95654482087566 55.88816041216405, 76.00956674375787 55.90827160260507, 76.00419161487847 55.94389417109411, 75.94570396154916 55.95940376753911, 75.89264593500062 55.93927209139406))"
86216b4afffffff,1.0,"POLYGON ((75.73374654359434 55.87871914033994, 75.73933435930286 55.84308977563418, 75.79775257070887 55.82766902229442, 75.850637702782 55.84785907837119, 75.84514016309669 55.88349040359324, 75.78666719473466 55.89892973402453, 75.73374654359434 55.87871914033994))"
86216b497ffffff,1.0,"POLYGON ((75.63937125354786 55.76694182255457, 75.64502168840617 55.731291646005516, 75.70333042229186 55.71590792845516, 75.75604343287192 55.73615591095781, 75.75048278198348 55.77180813478984, 75.69211931561655 55.7872103505262, 75.63937125354786 55.76694182255457))"
86216b48fffffff,1.0,"POLYGON ((75.79775257070887 55.82766902229442, 75.80328175683142 55.79202721077115, 75.86160600545813 55.77657354277996, 75.91445550595112 55.796743104642324, 75.9090164095636 55.832386806941194, 75.850637702782 55.84785907837119, 75.79775257070887 55.82766902229442))"
86216b457ffffff,92.0,"POLYGON ((75.94027026350126 55.99501389848846, 75.94570396154916 55.95940376753911, 76.00419161487847 55.94389417109411, 76.05730003761063 55.963976005821166, 76.051957168274 55.99958789646145, 75.99341502787072 56.01511621462064, 75.94027026350126 55.99501389848846))"
86216b447ffffff,348.0,"POLYGON ((75.98801352690856 56.05071563775225, 75.99341502787072 56.01511621462064, 76.051957168274 55.99958789646145, 76.10515228366091 56.019640262149906, 76.09984185898419 56.05524140108083, 76.04124522319756 56.070788480516896, 75.98801352690856 56.05071563775225))"
86216b437ffffff,305.0,"POLYGON ((75.60527516271223 55.98068231667121, 75.61098099007366 55.945078146526136, 75.66958753680501 55.92972365310612, 75.72254359311859 55.94995482779216, 75.71692841400852 55.985561098424256, 75.65826650891458 56.00093411575111, 75.60527516271223 55.98068231667121))"
86216b427ffffff,28.0,"POLYGON ((75.65259213196084 56.03652770875741, 75.65826650891458 56.00093411575111, 75.71692841400852 55.985561098424256, 75.76997129250681 56.00576313215779, 75.76438781334475 56.04135878225872, 75.70567053664911 56.05675036345637, 75.65259213196084 56.03652770875741))"
86216b41fffffff,64.0,"POLYGON ((75.78111096109463 55.93454858204312, 75.78666719473466 55.89892973402453, 75.84514016309669 55.88349040359324, 75.89811164564121 55.9036513263889, 75.89264593500062 55.93927209139406, 75.83411819841321 55.954730038475525, 75.78111096109463 55.93454858204312))"
86216b1b7ffffff,4.0,"POLYGON ((75.66597665279801 56.305665669929475, 75.6716751330263 56.27013008248395, 75.73069450615006 56.25476830074017, 75.78407139940806 56.27492349661826, 75.77846495161673 56.3104611515686, 75.71938955656576 56.32584156530018, 75.66597665279801 56.305665669929475))"
86216b1a7ffffff,1.0,"POLYGON ((75.71372313341328 56.36136622392997, 75.71938955656576 56.32584156530018, 75.77846495161673 56.3104611515686, 75.8319299366745 56.33058674603336, 75.82635580073537 56.3661134285155, 75.76722437114299 56.38151251490281, 75.71372313341328 56.36136622392997))"
86216b137ffffff,7.0,"POLYGON ((75.69666779581425 56.46789199747569, 75.70236227602257 56.432391465621414, 75.76159019307029 56.41702617200249, 75.81517996604566 56.437142745093624, 75.8095782220403 56.4726453280282, 75.75029394722132 56.48802930910609, 75.69666779581425 56.46789199747569))"
86216b12fffffff,6.0,"POLYGON ((75.85768761189077 56.528223505972726, 75.86325673185289 56.49273206975875, 75.92250026566192 56.477295515760055, 75.97623072699196 56.49733162526944, 75.97075466254954 56.53282495376731, 75.91145506043758 56.54828030286898, 75.85768761189077 56.528223505972726))"
